Date,GME,AAPL,FB,AMZN,INTC,GS,BLK,NKE,MSFT,WFC
2017-02-02,24.3799991607666,32.13249969482422,130.83999633789062,839.9500122070312,36.68000030517578,230.41000366210938,371.6400146484375,52.79999923706055,63.16999816894531,55.75
2017-02-03,24.739999771118164,32.27000045776367,130.97999572753906,810.2000122070312,36.52000045776367,240.9499969482422,378.0,52.36000061035156,63.68000030517578,57.27000045776367
2017-02-06,24.68000030517578,32.5724983215332,132.05999755859375,807.6400146484375,36.27000045776367,239.97999572753906,377.4200134277344,52.79999923706055,63.63999938964844,56.54999923706055
2017-02-07,24.6299991607666,32.88249969482422,131.83999633789062,812.5,36.349998474121094,239.6199951171875,376.8900146484375,52.810001373291016,63.43000030517578,56.34000015258789
2017-02-08,24.790000915527344,33.0099983215332,134.1999969482422,819.7100219726562,36.380001068115234,237.72999572753906,374.55999755859375,53.880001068115234,63.34000015258789,55.630001068115234
2017-02-09,25.389999389648438,33.10499954223633,134.13999938964844,821.3599853515625,35.459999084472656,241.5500030517578,378.57000732421875,55.310001373291016,64.05999755859375,56.72999954223633
2017-02-10,25.65999984741211,33.029998779296875,134.19000244140625,827.4600219726562,35.34000015258789,242.72000122070312,382.8900146484375,56.220001220703125,64.0,56.86000061035156
2017-02-13,25.3700008392334,33.3224983215332,134.0500030517578,836.530029296875,35.79999923706055,246.27000427246094,385.8299865722656,56.09000015258789,64.72000122070312,57.08000183105469
2017-02-14,25.739999771118164,33.755001068115234,133.85000610351562,836.3900146484375,35.93000030517578,249.4600067138672,384.9800109863281,56.45000076293945,64.56999969482422,57.97999954223633
2017-02-15,25.780000686645508,33.877498626708984,133.44000244140625,842.7000122070312,36.04999923706055,250.5399932861328,393.0400085449219,56.63999938964844,64.52999877929688,58.54999923706055
2017-02-16,25.420000076293945,33.837501525878906,133.83999633789062,844.1400146484375,36.40999984741211,249.44000244140625,391.9700012207031,56.290000915527344,64.5199966430664,58.119998931884766
2017-02-17,25.56999969482422,33.93000030517578,133.52999877929688,845.0700073242188,36.47999954223633,250.3800048828125,388.760009765625,56.75,64.62000274658203,58.09000015258789
2017-02-21,26.219999313354492,34.17499923706055,133.72000122070312,856.4400024414062,36.52000045776367,251.75999450683594,390.1000061035156,57.36000061035156,64.48999786376953,58.25
2017-02-22,26.260000228881836,34.27750015258789,136.1199951171875,855.6099853515625,36.06999969482422,251.72999572753906,390.7099914550781,58.2400016784668,64.36000061035156,58.36000061035156
2017-02-23,25.559999465942383,34.13249969482422,135.36000061035156,852.1900024414062,36.18000030517578,251.19000244140625,390.6099853515625,57.38999938964844,64.62000274658203,58.4900016784668
2017-02-24,26.280000686645508,34.165000915527344,135.44000244140625,845.239990234375,36.529998779296875,247.35000610351562,389.1600036621094,57.86000061035156,64.62000274658203,57.810001373291016
2017-02-27,26.520000457763672,34.23249816894531,136.41000366210938,848.6400146484375,36.5099983215332,249.3300018310547,391.0,57.689998626708984,64.2300033569336,58.060001373291016
2017-02-28,24.440000534057617,34.247501373291016,135.5399932861328,845.0399780273438,36.20000076293945,248.05999755859375,387.4599914550781,57.15999984741211,63.97999954223633,57.880001068115234
2017-03-01,24.479999542236328,34.9474983215332,137.4199981689453,853.0800170898438,35.93000030517578,252.7100067138672,397.80999755859375,57.95000076293945,64.94000244140625,59.72999954223633
2017-03-02,24.979999542236328,34.7400016784668,136.75999450683594,848.9099731445312,35.90999984741211,251.05999755859375,391.6499938964844,57.79999923706055,64.01000213623047,58.709999084472656
2017-03-03,25.280000686645508,34.94499969482422,137.1699981689453,849.8800048828125,35.900001525878906,252.88999938964844,390.1700134277344,56.70000076293945,64.25,58.88999938964844
2017-03-06,24.90999984741211,34.834999084472656,137.4199981689453,846.6099853515625,35.56999969482422,252.00999450683594,387.6600036621094,56.77000045776367,64.2699966430664,58.61000061035156
2017-03-07,24.670000076293945,34.880001068115234,137.3000030517578,846.02001953125,35.79999923706055,250.89999389648438,385.3500061035156,56.54999923706055,64.4000015258789,58.29999923706055
2017-03-08,25.0,34.75,137.72000122070312,850.5,35.619998931884766,250.24000549316406,384.54998779296875,56.5099983215332,64.98999786376953,58.209999084472656
2017-03-09,25.0,34.66999816894531,138.24000549316406,853.0,35.81999969482422,250.17999267578125,384.2699890136719,56.36000061035156,64.7300033569336,58.70000076293945
2017-03-10,25.18000030517578,34.78499984741211,138.7899932861328,852.4600219726562,35.90999984741211,248.3800048828125,384.5799865722656,56.43000030517578,64.93000030517578,58.849998474121094
2017-03-13,24.190000534057617,34.79999923706055,139.60000610351562,854.5900268554688,35.15999984741211,248.16000366210938,384.8900146484375,56.66999816894531,64.70999908447266,58.70000076293945
2017-03-14,24.559999465942383,34.747501373291016,139.32000732421875,852.530029296875,35.18000030517578,247.72000122070312,383.2900085449219,57.279998779296875,64.41000366210938,58.7599983215332
2017-03-15,24.670000076293945,35.1150016784668,139.72000122070312,852.969970703125,35.099998474121094,246.77999877929688,388.2200012207031,57.65999984741211,64.75,58.709999084472656
2017-03-16,24.260000228881836,35.17250061035156,139.99000549316406,853.4199829101562,35.13999938964844,248.22000122070312,390.0,57.599998474121094,64.63999938964844,59.31999969482422
2017-03-17,24.639999389648438,34.997501373291016,139.83999633789062,852.3099975585938,35.27000045776367,243.94000244140625,382.8500061035156,57.79999923706055,64.87000274658203,58.66999816894531
2017-03-20,23.8799991607666,35.3650016784668,139.94000244140625,856.969970703125,35.43000030517578,242.13999938964844,380.45001220703125,58.68000030517578,64.93000030517578,57.630001068115234
2017-03-21,24.010000228881836,34.959999084472656,138.50999450683594,843.2000122070312,35.040000915527344,233.0,375.1600036621094,58.0099983215332,64.20999908447266,55.849998474121094
2017-03-22,24.09000015258789,35.35499954223633,139.58999633789062,848.0599975585938,35.369998931884766,231.07000732421875,375.4700012207031,53.91999816894531,65.02999877929688,55.33000183105469
2017-03-23,23.959999084472656,35.22999954223633,139.52999877929688,847.3800048828125,35.27000045776367,231.89999389648438,375.3999938964844,55.369998931884766,64.87000274658203,55.25
2017-03-24,20.700000762939453,35.15999984741211,140.33999633789062,845.6099853515625,35.15999984741211,228.41000366210938,374.4100036621094,56.36000061035156,64.9800033569336,55.83000183105469
2017-03-27,20.850000381469727,35.220001220703125,140.32000732421875,846.8200073242188,35.38999938964844,225.47999572753906,375.0,55.93000030517578,65.0999984741211,55.38999938964844
2017-03-28,21.719999313354492,35.95000076293945,141.75999450683594,856.0,35.599998474121094,229.3300018310547,380.6300048828125,56.619998931884766,65.29000091552734,55.959999084472656
2017-03-29,21.950000762939453,36.029998779296875,142.64999389648438,874.3200073242188,35.56999969482422,228.4499969482422,379.4100036621094,56.68000030517578,65.47000122070312,55.66999816894531
2017-03-30,22.459999084472656,35.98249816894531,142.41000366210938,876.3400268554688,35.75,231.22000122070312,383.0400085449219,56.040000915527344,65.70999908447266,56.2400016784668
2017-03-31,22.549999237060547,35.915000915527344,142.0500030517578,886.5399780273438,36.06999969482422,229.72000122070312,383.510009765625,55.72999954223633,65.86000061035156,55.65999984741211
2017-04-03,22.0,35.92499923706055,142.27999877929688,891.510009765625,36.15999984741211,228.9600067138672,382.0899963378906,55.560001373291016,65.55000305175781,55.4900016784668
2017-04-04,21.979999542236328,36.192501068115234,141.72999572753906,906.8300170898438,36.279998779296875,229.25999450683594,380.79998779296875,55.040000915527344,65.7300033569336,55.20000076293945
2017-04-05,21.760000228881836,36.005001068115234,141.85000610351562,909.280029296875,36.220001220703125,227.66000366210938,380.9100036621094,54.97999954223633,65.55999755859375,54.97999954223633
2017-04-06,21.84000015258789,35.915000915527344,141.1699981689453,898.280029296875,36.029998779296875,228.63999938964844,384.1000061035156,55.13999938964844,65.7300033569336,55.369998931884766
2017-04-07,21.65999984741211,35.834999084472656,140.77999877929688,894.8800048828125,36.029998779296875,227.8800048828125,386.0199890136719,55.11000061035156,65.68000030517578,54.84000015258789
2017-04-10,21.8799991607666,35.79249954223633,141.0399932861328,907.0399780273438,35.79999923706055,228.88999938964844,385.8900146484375,54.900001525878906,65.52999877929688,54.540000915527344
2017-04-11,22.110000610351562,35.407501220703125,139.9199981689453,902.3599853515625,35.7400016784668,227.74000549316406,384.04998779296875,54.91999816894531,65.4800033569336,54.15999984741211
2017-04-12,22.06999969482422,35.45000076293945,139.5800018310547,896.22998046875,35.630001068115234,225.75,381.44000244140625,55.56999969482422,65.2300033569336,53.119998931884766
2017-04-13,22.3799991607666,35.26250076293945,139.38999938964844,884.6699829101562,35.25,223.32000732421875,379.0,55.34000015258789,64.94999694824219,51.349998474121094
2017-04-17,22.889999389648438,35.45750045776367,141.4199981689453,901.989990234375,35.47999954223633,226.25999450683594,383.79998779296875,56.2400016784668,65.4800033569336,52.720001220703125
