"","DATE","brazil","canada","china","denmark","hong kong","india","japan","s korea","malaysia","mexico","norway","sweden","s africa","singapore","sri lanka","switzerland","taiwan","thailand","australia","euro","new zealand","uk","venezuela"
"7420",1999-06-11,1.774,1.46,8.2777,7.0715,7.757,43.06,118.14,1168,3.8,9.545,7.8035,8.4555,6.08,1.711,70.9,1.5195,32.5,36.9,1.5053439710974,0.950931913275009,1.85048112509252,0.621697233447311,0.602
"7421",1999-06-14,1.78,1.4608,8.2776,7.134,7.7575,43.25,120.4,1171,3.8,9.5825,7.855,8.5025,6.097,1.713,70.99,1.53,32.43,37.05,1.50829562594268,0.960061443932412,1.85701021355617,0.622083981337481,0.6028
"7422",1999-06-15,1.791,1.4653,8.2781,7.132,7.7577,43.45,120.63,1167,3.8,9.5155,7.862,8.4875,6.0925,1.7092,71.5,1.5315,32.39,37,1.51975683890577,0.959692898272553,1.87441424554827,0.626959247648903,0.603
"7423",1999-06-16,1.7675,1.4585,8.2776,7.2115,7.758,43.2,120.03,1165,3.8,9.4625,7.922,8.532,6.083,1.7057,71.3,1.5492,32.42,36.925,1.52322924600152,0.971062342202369,1.87265917602996,0.630437523641407,0.6036
"7424",1999-06-17,1.7585,1.461,8.2775,7.1935,7.7577,43.2,119.47,1167,3.8,9.379,7.883,8.4765,6.041,1.702,71.25,1.5455,32.36,36.9,1.52091254752852,0.968147933004163,1.8698578908003,0.627943485086342,0.604
"7425",1999-06-18,1.75,1.4645,8.2774,7.172,7.7582,43.16,120.48,1164,3.8,9.365,7.86,8.434,5.997,1.7073,71.3,1.5412,32.37,36.93,1.53069034134395,0.964506172839506,1.88253012048193,0.627982918864607,0.6048
"7426",1999-06-21,1.7675,1.4727,8.2778,7.201,7.758,43.17,122.28,1166,3.8,9.3925,7.841,8.412,6.015,1.7087,71.4,1.5458,33,36.92,1.53657037492317,0.968710646130001,1.88572506128606,0.629326620516048,0.6055
"7427",1999-06-22,1.77,1.4705,8.2781,7.2025,7.758,43.3,121.68,1160,3.8,9.358,7.8475,8.435,5.98,1.6977,71.45,1.5455,32.36,36.58,1.53022188217292,0.968710646130001,1.88323917137476,0.629128656810318,0.605
"7428",1999-06-23,1.783,1.4735,8.2784,7.207,7.758,43.27,122.05,1163,3.8,9.395,7.855,8.429,6.04,1.7018,71.48,1.5478,32.4,36.73,1.52253349573691,0.969367972082202,1.87336080929187,0.633432571102806,0.6054
"7429",1999-06-24,1.811,1.471,8.2779,7.178,7.758,43.45,121.83,1158,3.8,9.47,7.856,8.443,6.07,1.702,71.65,1.5395,32.38,36.65,1.51929504709815,0.964134207481682,1.86462800671266,0.631592244047243,0.6054
"7430",1999-06-25,1.798,1.4642,8.2775,7.113,7.7581,43.45,121.28,1156,3.8,9.493,7.808,8.392,6.066,1.7005,71.58,1.529,32.41,36.655,1.51103052281656,0.957120980091884,1.86950831931202,0.629207827345372,0.6058
"7431",1999-06-28,1.789,1.4695,8.278,7.1695,7.758,43.45,121.3,1157,3.8,9.483,7.8505,8.4535,6.0575,1.705,71.9,1.5416,32.36,36.92,1.51975683890577,0.964041260965969,1.87617260787992,0.632031348754898,0.6057
"7432",1999-06-29,1.77,1.476,8.2786,7.193,7.758,43.5,120.81,1157.5,3.8,9.4175,7.854,8.465,6.035,1.703,71.59,1.5495,32.31,36.88,1.51975683890577,0.967398664989842,1.88359389715577,0.633673404727204,0.6064
"7433",1999-06-30,1.77,1.4735,8.2787,7.211,7.7586,43.45,120.94,1157.5,3.8,9.443,7.875,8.481,6.038,1.7022,71.59,1.5555,32.31,36.89,1.51263046437755,0.969932104752667,1.88857412653447,0.634316523945449,0.6073
"7434",1999-07-01,1.763,1.4693,8.2786,7.268,7.7585,43.35,120.99,1165,3.8,9.3775,7.914,8.543,6.035,1.6985,71.53,1.569,32.32,36.87,1.50037509377344,0.976944118796405,1.87793427230047,0.634316523945449,0.6071
"7435",1999-07-02,1.77,1.4645,8.2785,7.258,7.759,43.45,121.13,1164.1,3.8,9.36,7.8895,8.495,6.025,1.698,71.9,1.5678,32.28,36.95,1.49186931224825,0.976181179226865,1.87441424554827,0.63323201621074,0.6078
"7437",1999-07-06,1.7755,1.4685,8.2782,7.2625,7.7588,43.4,121.94,1168,3.8,9.325,7.883,8.497,6.055,1.6958,71.9,1.565,32.29,36.81,1.50217815832958,0.97570494682408,1.88857412653447,0.637429882712902,0.6087
"7438",1999-07-07,1.78,1.47,8.2783,7.273,7.7586,43.45,122.19,1173,3.8,9.364,7.915,8.5025,6.051,1.6973,71.8,1.569,32.3,36.95,1.50602409638554,0.978090766823161,1.90294957183635,0.640943468786053,0.6088
"7439",1999-07-08,1.7925,1.4698,8.2781,7.293,7.7595,43.5,122.57,1181,3.8,9.335,7.953,8.558,6.07,1.6975,71.8,1.5731,32.345,37.1,1.50262960180316,0.980584428319278,1.90730497806599,0.641972138409193,0.6093
"7440",1999-07-09,1.805,1.4735,8.2777,7.3035,7.7603,43.35,122.37,1188,3.8,9.367,7.9645,8.57,6.115,1.6993,71.9,1.5775,32.355,37.16,1.50489089541008,0.98173964264677,1.89933523266857,0.644537544311956,0.6102
"7441",1999-07-12,1.82,1.4812,8.2776,7.3385,7.7605,43.3,122.22,1184,3.8,9.455,7.999,8.612,6.145,1.7,71.95,1.5828,32.26,37.27,1.51057401812689,0.986290561199329,1.90657769304099,0.642756138321121,0.611
"7442",1999-07-13,1.835,1.4828,8.2775,7.31,7.76,43.35,121.38,1176,3.8,9.455,8.01,8.5925,6.1535,1.6997,71.95,1.5777,32.29,37.18,1.51676020021235,0.982704402515723,1.91387559808612,0.642425799820121,0.6099
"7443",1999-07-14,1.807,1.4811,8.2778,7.281,7.76,43.35,120.58,1184,3.8,9.335,7.9885,8.586,6.1525,1.699,72.1,1.5717,32.29,37.1,1.51699029126214,0.978952520802741,1.91387559808612,0.639590661976335,0.6113
"7444",1999-07-15,1.827,1.4826,8.2775,7.2765,7.7602,43.26,120.49,1184,3.8,9.345,7.977,8.569,6.1455,1.6983,72.1,1.571,32.34,37.09,1.50920615756112,0.978473581213307,1.90367409099562,0.638365783593999,0.612
"7445",1999-07-16,1.81,1.482,8.2773,7.286,7.76,43.35,120.98,1183,3.8,9.358,7.965,8.5525,6.151,1.7065,71.68,1.5745,32.39,37.2,1.51469251741896,0.980103891012447,1.90985485103132,0.640122903597491,0.6121
"7446",1999-07-19,1.795,1.4918,8.2773,7.3,7.7589,43.25,119.18,1188,3.8,9.3025,7.945,8.525,6.17,1.7032,71.8,1.5738,32.36,37.17,1.53491941673062,0.980103891012447,1.92196809532962,0.639795265515035,0.612
"7447",1999-07-20,1.8,1.4915,8.2777,7.1435,7.7595,43.26,118.94,1194,3.8,9.299,7.856,8.395,6.126,1.7005,71.8,1.5405,32.26,37.16,1.54249575813667,0.959692898272553,1.91754554170662,0.636942675159236,0.6113
"7448",1999-07-21,1.812,1.5011,8.2773,7.07,7.7608,43.35,118.25,1201,3.8,9.345,7.857,8.339,6.1075,1.6971,71.95,1.5267,32.41,37.18,1.54440154440154,0.950028500855026,1.89537528430629,0.634276290752252,0.613
"7449",1999-07-22,1.8275,1.5025,8.2773,7.0835,7.7613,43.35,117.27,1209,3.8,9.3825,7.867,8.3595,6.1162,1.7,71.95,1.5285,32.5,37.4,1.54655119084442,0.951565324959558,1.89825360668185,0.631512472371329,0.6133
"7450",1999-07-23,1.819,1.5076,8.2772,7.115,7.7618,43.28,116.51,1208.8,3.8,9.388,7.855,8.365,6.115,1.699,72,1.5294,32.4,37.41,1.54320987654321,0.952653138992093,1.88501413760603,0.633713561470215,0.614
"7451",1999-07-26,1.819,1.5102,8.277,6.984,7.7615,43.28,116.66,1209,3.8,9.412,7.811,8.272,6.14,1.685,72.05,1.5069,32.33,37.35,1.54487872701993,0.938878978499672,1.89933523266857,0.628733102797862,0.6138
"7452",1999-07-27,1.817,1.5135,8.277,7.0045,7.7617,43.4,116.23,1204,3.8,9.3675,7.846,8.278,6.13,1.6865,72.05,1.5065,32.4,37.3,1.55207201614155,0.940999341300461,1.91094974202178,0.629128656810318,0.6132
"7453",1999-07-28,1.7875,1.511,8.277,7.0005,7.7619,43.33,116.17,1198.1,3.8,9.38,7.8725,8.264,6.147,1.6783,72,1.502,32.38,37.02,1.55231294628997,0.939496429913566,1.91021967526266,0.627549419516787,0.6123
"7454",1999-07-29,1.796,1.5085,8.2773,6.9485,7.7623,43.43,115.19,1205,3.8,9.415,7.8195,8.209,6.1675,1.688,72,1.49,32.35,37.1,1.53964588144727,0.93292284728053,1.89465706707086,0.619962802231866,0.611
"7455",1999-07-30,1.79,1.507,8.2774,6.963,7.7619,43.45,114.7,1204,3.8,9.4,7.774,8.222,6.165,1.6835,71.95,1.4925,32.24,37.23,1.53327200245324,0.935103796521414,1.88394875659382,0.617017338187203,0.613
"7456",1999-08-02,1.814,1.5079,8.277,6.981,7.7627,43.38,114.51,1201,3.8,9.4,7.7565,8.212,6.2,1.678,71.85,1.4995,32.32,37.4,1.53846153846154,0.937998311603039,1.89753320683112,0.61938680706101,0.6135
"7457",1999-08-03,1.83,1.4948,8.2773,6.9685,7.7624,43.38,115.1,1199,3.8,9.455,7.749,8.178,6.195,1.6824,71.8,1.4975,32.19,37.29,1.53022188217292,0.936329588014981,1.8758206715438,0.617856039542787,0.6137
"7458",1999-08-04,1.821,1.4898,8.2774,6.912,7.7627,43.4,114.2,1202,3.8,9.4425,7.721,8.142,6.155,1.677,71.7,1.4862,32.25,37.36,1.51860288534548,0.928850083596508,1.86567164179104,0.617283950617284,0.6138
"7459",1999-08-05,1.85,1.4947,8.2774,6.893,7.763,43.45,113.98,1202,3.8,9.49,7.701,8.142,6.1775,1.674,71.65,1.4805,32.1,37.5,1.52788388082506,0.926526452330214,1.88146754468485,0.617360167921966,0.6138
"7460",1999-08-06,1.85,1.5035,8.2773,6.918,7.7626,43.48,114.6,1200,3.8,9.495,7.7245,8.168,6.1775,1.666,71.65,1.4863,32.2,37.7,1.53115908742918,0.928505106778087,1.89035916824197,0.619310088561343,0.6135
"7462",1999-08-10,1.8825,1.5,8.2772,6.928,7.763,43.45,114.44,1199.3,3.8,9.515,7.708,8.21,6.1725,1.6653,71.65,1.4895,32.2,37.82,1.53562653562654,0.930059523809524,1.8964536317087,0.618046971569839,0.6135
"7463",1999-08-11,1.871,1.4908,8.2772,6.977,7.7625,43.47,115.1,1202,3.8,9.421,7.733,8.255,6.143,1.674,71.65,1.5024,32.2,38.18,1.5420200462606,0.938086303939962,1.89322226429383,0.620848078475197,0.6144
"7464",1999-08-12,1.853,1.4853,8.2771,6.994,7.7635,43.5,115.76,1210,3.8,9.354,7.748,8.268,6.114,1.674,71.65,1.506,32.23,38.15,1.53964588144727,0.940203083866115,1.8875047187618,0.621504039776259,0.6148
"7465",1999-08-13,1.872,1.478,8.277,7.035,7.764,43.52,115.66,1207,3.8,9.3875,7.8025,8.31,6.11,1.6775,71.72,1.5157,32.2,38,1.53444836581249,0.946252838758516,1.886080724255,0.62278134147101,0.6153
"7466",1999-08-16,1.885,1.4815,8.2774,7.045,7.7638,43.5,114.83,1204,3.8,9.36,7.788,8.302,6.105,1.671,72.1,1.5173,32.1,38,1.53917192550408,0.947238798901203,1.90041809198024,0.624570607707201,0.6153
"7467",1999-08-17,1.887,1.4794,8.277,7.065,7.7643,43.54,114.18,1206,3.8,9.339,7.803,8.31,6.1225,1.681,71.69,1.5215,32.05,38.47,1.5420200462606,0.950118764845606,1.90657769304099,0.623596906959342,0.6153
"7468",1999-08-18,1.892,1.4832,8.2772,7.077,7.765,43.55,112.3,1203,3.8,9.324,7.822,8.335,6.126,1.6726,72.05,1.523,32.03,38.41,1.5460729746444,0.951927653498334,1.87687687687688,0.624843789052737,0.6153
"7469",1999-08-19,1.92,1.494,8.2774,6.9927,7.7644,43.59,111.14,1200,3.8,9.385,7.743,8.247,6.12,1.6778,71.66,1.5025,32.02,38.43,1.57109190887667,0.939584703561026,1.88040616773223,0.618046971569839,0.6161
"7470",1999-08-20,1.9925,1.4942,8.2774,6.978,7.764,43.59,111.44,1201,3.8,9.4,7.743,8.229,6.1125,1.676,72,1.4988,32.03,38.36,1.56421085562334,0.938614604843251,1.87300992695261,0.619847517510692,0.6168
"7471",1999-08-23,1.862,1.4955,8.2772,7.049,7.7641,43.53,111.73,1198,3.8,9.344,7.875,8.29,6.079,1.683,72.05,1.5145,31.98,38.33,1.57257430413587,0.947597839476926,1.88323917137476,0.62204528489674,0.6178
"7472",1999-08-24,1.9025,1.4955,8.2775,7.071,7.7648,43.65,111.53,1199,3.8,9.3175,7.85,8.285,6.0975,1.691,72.05,1.5242,31.98,38.355,1.56985871271586,0.951837045497811,1.89753320683112,0.627116518249091,0.6178
"7473",1999-08-25,1.936,1.496,8.2773,7.1005,7.7645,43.55,111.18,1192,3.8,9.31,7.951,8.336,6.114,1.691,71.8,1.5315,31.95,38.35,1.57878118092832,0.95593155530064,1.9387359441644,0.630318310746927,0.6186
"7474",1999-08-26,1.91,1.5026,8.2773,7.122,7.7645,43.55,111.83,1191,3.8,9.337,7.99,8.355,6.095,1.692,72.15,1.5339,31.95,38.38,1.58730158730159,0.957762666411263,1.953125,0.629881582262535,0.6185
"7475",1999-08-27,1.94,1.492,8.2773,7.107,7.765,43.53,111.68,1183,3.8,9.39,7.952,8.325,6.0975,1.688,71.9,1.5303,31.9,38.35,1.58227848101266,0.956022944550669,1.94931773879142,0.629524708844822,0.6194
"7476",1999-08-30,1.948,1.4925,8.2771,7.116,7.7651,43.56,111.13,1184.5,3.8,9.41,7.948,8.344,6.091,1.6882,72.4,1.5332,31.9,38.33,1.58077774264938,0.957395883197702,1.95007800312012,0.62992125984252,0.6205
"7477",1999-08-31,1.925,1.4965,8.277,7.028,7.766,43.55,109.3,1181,3.8,9.393,7.83,8.229,6.095,1.6835,72.05,1.513,31.9,38.333,1.56739811912226,0.945090256119459,1.93498452012384,0.62165858510506,0.6206
"7478",1999-09-01,1.917,1.4858,8.2771,7.0255,7.7655,43.55,109.35,1185,3.8,9.336,7.8225,8.212,6.032,1.6825,71.95,1.5135,31.88,38.82,1.56494522691706,0.945000945000945,1.94552529182879,0.624102852150034,0.6215
"7479",1999-09-02,1.924,1.495,8.2773,6.9554,7.7652,43.6,109.24,1191,3.8,9.376,7.787,8.162,6.0475,1.6855,71.8,1.4938,31.85,38.86,1.55110904296572,0.935541210590327,1.92864030858245,0.62146541544963,0.6228
"7480",1999-09-03,1.903,1.4909,8.2775,7.012,7.7656,43.57,110.09,1192,3.8,9.344,7.8425,8.196,6.012,1.6875,72,1.5073,31.85,38.85,1.54631204577084,0.942951438000943,1.92826841496336,0.623908160718742,0.6236
"7482",1999-09-07,1.905,1.4937,8.2776,7.03,7.7665,43.58,110.92,1194,3.8,9.355,7.817,8.17,6.05,1.6915,71.8,1.5108,31.88,39.195,1.54679040989946,0.945090256119459,1.89753320683112,0.62278134147101,0.6225
"7483",1999-09-08,1.897,1.487,8.2776,7.0265,7.7659,43.57,110.99,1195,3.8,9.35,7.771,8.15,6.092,1.6965,71.8,1.5103,31.8,39.7,1.54178230033919,0.944287063267233,1.89501610763692,0.617856039542787,0.6225
"7484",1999-09-09,1.873,1.48,8.2774,7.058,7.7665,43.58,108,1191,3.8,9.346,7.782,8.16,6.08,1.6865,71.8,1.5172,31.88,39.5,1.53374233128834,0.948496632836953,1.88146754468485,0.612294881214793,0.6226
"7485",1999-09-10,1.857,1.4747,8.2774,7.1435,7.7662,43.55,109,1192,3.8,9.3175,7.887,8.262,6.065,1.6895,72.25,1.544,31.85,39.49,1.53374233128834,0.961353585848875,1.87617260787992,0.617932398195637,0.6245
"7486",1999-09-13,1.885,1.4703,8.2772,7.145,7.7662,43.58,106.19,1191,3.8,9.323,7.8625,8.2175,6.0675,1.6845,71.8,1.5425,31.85,39.48,1.52137532329226,0.961538461538461,1.86741363211951,0.621504039776259,0.6248
"7487",1999-09-14,1.8975,1.4745,8.2775,7.15,7.7656,43.6,105.33,1195,3.8,9.335,7.9,8.285,6.0775,1.688,71.8,1.5408,31.85,39.58,1.52788388082506,0.960799385088394,1.88857412653447,0.621697233447311,0.6248
"7488",1999-09-15,1.88,1.4754,8.2773,7.1635,7.7647,43.6,103.78,1192,3.8,9.305,7.914,8.298,6.1275,1.688,71.8,1.5455,31.83,39.53,1.54154462771697,0.962927298988926,1.90876121397213,0.620732464307883,0.625
"7489",1999-09-16,1.8825,1.478,8.2771,7.132,7.7645,43.61,105.1,1199,3.8,9.43,7.8925,8.298,6.128,1.6925,71.8,1.5384,31.8,40.05,1.54750851129681,0.959877135726627,1.90803281816447,0.615384615384615,0.6249
"7490",1999-09-17,1.89,1.4742,8.2773,7.1465,7.7663,43.61,106.94,1204,3.8,9.38,7.8965,8.282,6.0945,1.6944,71.8,1.5441,31.83,40.01,1.54297176361673,0.961630926050582,1.89681335356601,0.616446800641105,0.6257
"7491",1999-09-20,1.874,1.4785,8.2775,7.146,7.7663,43.61,106.42,1201,3.8,9.326,7.863,8.242,6.085,1.6985,71.9,1.5435,31.75,40.13,1.55908949173683,0.960799385088394,1.91754554170662,0.616142945163278,0.6262
"7492",1999-09-21,1.88,1.4725,8.2775,7.1045,7.7675,43.63,104.85,1203,3.8,9.2975,7.83,8.232,6.065,1.7005,71.85,1.5328,31.9,40.26,1.54559505409583,0.956022944550669,1.9040365575019,0.613120784794605,0.6263
"7493",1999-09-22,1.896,1.4685,8.2777,7.074,7.7672,43.58,104.03,1210,3.8,9.288,7.829,8.223,6.07,1.7075,72.25,1.5267,31.88,40.48,1.53539075694764,0.952380952380952,1.90657769304099,0.611134877467457,0.6265
"7494",1999-09-23,1.891,1.4754,8.2776,7.1385,7.7668,43.59,104.18,1209,3.8,9.3075,7.855,8.25,6.04,1.7145,72.25,1.5393,31.88,41.41,1.54273372415921,0.960153624579933,1.92122958693564,0.610687022900763,0.627
"7495",1999-09-24,1.9175,1.4739,8.2775,7.0994,7.7675,43.59,104.14,1213,3.8,9.3625,7.8425,8.239,6.045,1.7115,72.1,1.53,31.85,41.07,1.53256704980843,0.955474871010892,1.93050193050193,0.608716824933041,0.6278
"7496",1999-09-27,1.923,1.4713,8.2775,7.128,7.7677,43.59,106.07,1211,3.8,9.317,7.8675,8.265,6.016,1.7043,72.05,1.5361,31.85,40.95,1.53256704980843,0.958680855143323,1.93986420950533,0.607718018839259,0.6293
"7497",1999-09-28,1.937,1.4645,8.2775,7.0735,7.768,43.68,106.14,1218,3.8,9.359,7.798,8.215,5.98,1.7155,72.1,1.524,31.85,41.62,1.5255530129672,0.951565324959558,1.94931773879142,0.606612071580224,0.63
"7498",1999-09-29,1.922,1.4645,8.2775,7.0005,7.7679,43.7,106.8,1218,3.8,9.36,7.759,8.195,6.005,1.707,72.1,1.5075,31.85,41.29,1.53139356814701,0.942240648261566,1.93162062970833,0.60882800608828,0.628
"7499",1999-09-30,1.921,1.4695,8.2778,6.9855,7.7679,43.59,106.82,1217,3.8,9.352,7.7395,8.201,6.0025,1.7,71.78,1.5022,31.85,40.98,1.53186274509804,0.939584703561026,1.93423597678917,0.607644163577809,0.6277
"7500",1999-10-01,1.923,1.4725,8.2778,6.9365,7.7685,43.73,105.08,1216,3.8,9.405,7.6925,8.1495,6.015,1.694,71.95,1.4867,31.83,40.65,1.52905198776758,0.933009889904833,1.93535900909619,0.604229607250755,0.6284
"7501",1999-10-04,1.941,1.4705,8.2778,6.945,7.7679,43.73,106.35,1213,3.8,9.451,7.695,8.147,5.9965,1.69,71.3,1.4878,31.8,40.45,1.5135462388376,0.934317481080071,1.91497510532363,0.604047115675023,0.6287
"7502",1999-10-05,1.95,1.4695,8.277,6.95,7.7685,43.73,106.96,1207,3.8,9.476,7.7,8.118,5.986,1.677,71.7,1.4894,31.83,38.95,1.50761344791196,0.935191246609932,1.91021967526266,0.605143721633888,0.6295
"7503",1999-10-06,1.964,1.4695,8.2778,6.945,7.7683,43.7,107.54,1204,3.8,9.43,7.7125,8.1375,6.05,1.678,71.4,1.4875,31.85,39.33,1.51400454201363,0.93423019431988,1.91828122002686,0.603864734299517,0.6297
"7504",1999-10-07,1.933,1.4725,8.2778,6.932,7.7686,43.65,107.67,1202,3.8,9.464,7.715,8.13,6.048,1.6803,71.7,1.486,31.85,39.93,1.51469251741896,0.932748810745266,1.92789666473877,0.605326876513317,0.6296
"7505",1999-10-08,1.95,1.4739,8.278,6.996,7.769,43.55,107.38,1204,3.8,9.4775,7.815,8.18,6.045,1.6825,71.65,1.5,31.83,40.34,1.52905198776758,0.940733772342427,1.94476857253987,0.605326876513317,0.6308
"7507",1999-10-12,1.95,1.4748,8.2772,6.9247,7.7695,43.55,106.28,1205,3.8,9.4685,7.717,8.094,6.0775,1.6795,71.9,1.4832,31.83,39.47,1.5255530129672,0.931358852565894,1.93535900909619,0.604777744179014,0.6305
"7508",1999-10-13,1.961,1.4815,8.2777,6.9075,7.7695,43.56,107.45,1205.2,3.8,9.52,7.7265,8.1075,6.12,1.6845,71.9,1.479,31.83,39.63,1.54083204930663,0.92954080684142,1.9546520719312,0.604887490926688,0.6305
"7509",1999-10-14,1.964,1.4822,8.2774,6.8825,7.7695,43.55,106.96,1207.5,3.8,9.645,7.711,8.1095,6.1187,1.6785,71.95,1.4735,31.83,39.4,1.53846153846154,0.926011667747013,1.95771339075959,0.603318250377074,0.6302
"7510",1999-10-15,1.988,1.4853,8.2775,6.829,7.7701,43.56,105.43,1206,3.8,9.72,7.6675,8.105,6.135,1.674,72.05,1.4592,31.84,39.23,1.54440154440154,0.918526683200147,1.95579894386857,0.599376648285783,0.631
"7511",1999-10-18,1.988,1.4952,8.2774,6.8425,7.7698,43.52,104.93,1204,3.8,9.7325,7.705,8.165,6.1585,1.6768,72.05,1.462,31.82,39.65,1.5527950310559,0.920556015833563,1.96850393700787,0.598086124401914,0.6316
"7512",1999-10-19,1.99,1.491,8.2773,6.8635,7.77,43.4,105.5,1206,3.8,9.673,7.7045,8.136,6.1375,1.6745,71.69,1.4681,31.83,39.5,1.54178230033919,0.923105326317733,1.95694716242661,0.598515681110845,0.6308
"7513",1999-10-20,2.007,1.4905,8.2774,6.907,7.7695,43.5,106.16,1205,3.8,9.615,7.723,8.17,6.1265,1.6748,71.95,1.479,31.83,39.3,1.54726907009129,0.928936367858802,1.94817845314631,0.600853211560416,0.632
"7514",1999-10-21,1.994,1.486,8.2772,6.876,7.77,43.5,105.96,1206,3.8,9.6475,7.7015,8.121,6.1475,1.67,71.58,1.473,31.83,39.25,1.54559505409583,0.925240562546262,1.94287934719254,0.596480763495377,0.632
"7515",1999-10-22,1.98,1.4759,8.2773,6.9658,7.7705,43.5,105.81,1205.5,3.8,9.5975,7.754,8.14,6.1375,1.666,71.52,1.4975,31.82,39.14,1.53775180685837,0.936504963476306,1.93948797517455,0.602990834539315,0.6315
"7516",1999-10-25,1.979,1.4748,8.277,6.967,7.771,43.385,105.35,1205.5,3.8,9.644,7.753,8.135,6.136,1.663,71.75,1.4992,31.82,38.93,1.53657037492317,0.937558597412338,1.94174757281553,0.601286753652817,0.6318
"7517",1999-10-26,1.984,1.4715,8.2773,7.035,7.771,43.4,104.83,1204,3.8,9.628,7.7875,8.16,6.164,1.6665,71.75,1.5135,31.83,38.69,1.53775180685837,0.94535829079221,1.94704049844237,0.605143721633888,0.6315
"7518",1999-10-27,1.997,1.4709,8.2775,7.058,7.7707,43.52,104.24,1200,3.8,9.652,7.82,8.205,6.161,1.6718,71.65,1.52,31.82,39,1.55376009944065,0.94948727687049,1.97044334975369,0.60690659707471,0.6314
"7519",1999-10-28,1.98,1.4722,8.2776,7.068,7.7703,43.51,105.13,1200,3.8,9.64,7.853,8.251,6.153,1.6695,71.7,1.5238,31.81,38.85,1.54870682979712,0.950660709192889,1.95848021934978,0.609756097560976,0.6315
"7520",1999-10-29,1.953,1.472,8.2778,7.068,7.769,43.51,104.29,1200,3.8,9.618,7.85,8.2225,6.145,1.663,71.8,1.5243,31.82,38.62,1.56838143036386,0.950751093363757,1.97316495659037,0.60882800608828,0.6322
"7521",1999-11-01,1.944,1.4684,8.2779,7.089,7.7694,43.51,104.19,1196,3.8,9.624,7.877,8.2545,6.1575,1.6565,71.65,1.5291,31.8,38.51,1.56690692572861,0.952925481227368,1.96850393700787,0.60960741282614,0.6325
"7522",1999-11-02,1.943,1.469,8.2781,7.076,7.7685,43.45,104.15,1194,3.8,9.5805,7.865,8.244,6.155,1.6645,71.3,1.5305,31.81,38.6,1.56128024980484,0.951837045497811,1.96270853778214,0.608087564609304,0.6317
"7523",1999-11-03,1.943,1.4688,8.2781,7.092,7.7705,43.46,105,1191,3.8,9.548,7.8825,8.273,6.1375,1.67,71.65,1.5344,31.8,38.72,1.55351871990057,0.953743443013829,1.953125,0.608272506082725,0.632
"7524",1999-11-04,1.915,1.465,8.278,7.121,7.7705,43.45,104.48,1185,3.8,9.481,7.912,8.342,6.125,1.6665,71.75,1.5436,31.8,38.45,1.56666144446185,0.957854406130268,1.94363459669582,0.610687022900763,0.6328
"7525",1999-11-05,1.917,1.463,8.2779,7.15,7.771,43.45,106.33,1187,3.8,9.457,7.926,8.331,6.11,1.6715,71.63,1.5513,31.81,38.55,1.56617071260767,0.961538461538461,1.95121951219512,0.617093489663684,0.633
"7526",1999-11-08,1.929,1.4683,8.2779,7.175,7.772,43.46,105.77,1183.4,3.8,9.462,7.9275,8.345,6.121,1.67,71.95,1.5535,31.83,38.69,1.57109190887667,0.964971533339766,1.96078431372549,0.619195046439629,0.6328
"7527",1999-11-09,1.93,1.4735,8.278,7.151,7.772,43.46,104.86,1185,3.8,9.427,7.892,8.322,6.129,1.671,71.9,1.5465,31.82,38.88,1.56862745098039,0.961446014806269,1.96463654223969,0.616903146206046,0.632
"7528",1999-11-10,1.937,1.4708,8.2781,7.116,7.7814,43.45,104.58,1180,3.8,9.409,7.852,8.2975,6.1335,1.675,72.3,1.5398,31.83,39,1.56201187129022,0.958221540820238,1.95618153364632,0.615384615384615,0.633
"7530",1999-11-12,1.936,1.462,8.278,7.206,7.7715,43.45,105.34,1170,3.8,9.385,7.933,8.376,6.12,1.6685,72.3,1.5575,31.81,38.81,1.55496812315348,0.969461948618517,1.93948797517455,0.619924369226954,0.6344
"7531",1999-11-15,1.935,1.465,8.2781,7.209,7.7725,43.45,104.88,1181.8,3.8,9.365,7.943,8.36,6.149,1.665,72.4,1.556,31.8,38.52,1.54631204577084,0.969461948618517,1.91864927091328,0.616142945163278,0.6344
"7532",1999-11-16,1.933,1.4698,8.2781,7.209,7.7721,43.47,105.83,1178,3.8,9.404,7.952,8.392,6.153,1.6695,72.4,1.5542,31.82,38.85,1.55836060464391,0.969743987587277,1.92975685063682,0.618658747834694,0.6342
"7533",1999-11-17,1.934,1.4675,8.2781,7.149,7.7727,43.45,105.47,1176,3.8,9.3525,7.886,8.301,6.15,1.669,71.77,1.5411,31.83,38.78,1.56396621832968,0.961261174661155,1.94476857253987,0.616104984289323,0.635
"7534",1999-11-18,1.93,1.4635,8.2784,7.2275,7.773,43.45,105.85,1174,3.8,9.348,7.9625,8.371,6.1465,1.6708,72.2,1.5564,31.8,38.7,1.56372165754496,0.971156647567253,1.94931773879142,0.619195046439629,0.6358
