date,infl,corpr,Default Yield Spread (dfy) (rawdiff),excess_returns
1985-10-01,0.003693444136657398,0.0329,0.013399999999999995,0.039459424792222815
1985-11-01,0.002759889604415866,0.037,0.014399999999999996,0.062209728880761476
1985-12-01,0.0027522935779815683,0.0469,0.014200000000000004,0.04167701551382192
1986-01-01,0.0027447392497712553,0.0045,0.013899999999999996,-0.00010916077730733359
1986-02-01,-0.0027372262773722733,0.0752,0.014399999999999996,0.06911982954050497
1986-03-01,-0.0045745654162854255,0.0256,0.015,0.04959148048923035
1986-04-01,-0.0018382352941176405,0.0016,0.013999999999999999,-0.016501050106677035
1986-05-01,0.002762430939226679,-0.0164,0.011999999999999997,0.04804922126991741
1986-06-01,0.005509641873278293,0.0218,0.012099999999999986,0.01160051973015706
1986-07-01,0.0,0.0031,0.012799999999999992,-0.061008817432999365
1986-08-01,0.0018264840182649067,0.0275,0.014600000000000002,0.06928989182809991
1986-09-01,0.004557885141294404,-0.0114,0.013099999999999987,-0.08697379062536653
1986-10-01,0.0009074410163338875,0.0189,0.013800000000000007,0.05294609574908254
1986-11-01,0.0009066183136900996,0.0233,0.013899999999999996,0.020340234353162026
1986-12-01,0.0009057971014492239,0.0117,0.014800000000000008,-0.030339021230734273
1987-01-01,0.0063348416289592535,0.0216,0.013600000000000015,0.13009053466338424
1987-02-01,0.003597122302158251,0.0058,0.012699999999999989,0.035063122506083094
1987-03-01,0.0044802867383513245,-0.0087,0.012499999999999997,0.024072451138790123
1987-04-01,0.00535236396074934,-0.0502,0.011899999999999994,-0.013422598832174268
1987-05-01,0.003549245785270605,-0.0052,0.011800000000000005,0.004664320495623179
1987-06-01,0.0035366931918656697,0.0155,0.011999999999999997,0.04545003855294896
1987-07-01,0.002643171806167466,-0.0119,0.011899999999999994,0.045863969049121316
1987-08-01,0.005272407732864748,-0.0075,0.011300000000000018,0.03243529271842431
1987-09-01,0.005244755244755206,-0.0422,0.011300000000000004,-0.026423776614031
1987-10-01,0.002608695652173809,0.0507,0.010999999999999996,-0.22074773275163928
1987-11-01,0.0008673026886383273,0.0125,0.012200000000000016,-0.08567912331294553
1987-12-01,0.0,0.0212,0.011799999999999991,0.07193285731461276
1988-01-01,0.0025996533795493715,0.0517,0.011899999999999994,0.040403279252696614
1988-02-01,0.0025929127052721768,0.0138,0.012199999999999989,0.039987712858380035
1988-03-01,0.004310344827586299,-0.0188,0.011799999999999991,-0.03486240134636058
1988-04-01,0.0051502145922746045,-0.0149,0.012300000000000005,0.007708605022808283
1988-05-01,0.0034158838599487318,-0.0057,0.011399999999999993,0.0009803517678205129
1988-06-01,0.004255319148936065,0.0379,0.011400000000000007,0.041168336421166477
1988-07-01,0.004237288135593209,-0.0111,0.011499999999999982,-0.007660237002085631
1988-08-01,0.00421940928270037,0.0054,0.01100000000000001,-0.0415101042931809
1988-09-01,0.006722689075630228,0.0326,0.01079999999999999,0.036428518629924675
1988-10-01,0.0033388981636059967,0.0273,0.008999999999999994,0.022719220963094637
1988-11-01,0.0008319467554076532,-0.0169,0.010300000000000017,-0.021651773497465793
1988-12-01,0.0016625103906899863,0.0039,0.01079999999999999,0.011313222702678843
1989-01-01,0.004979253112033177,0.0202,0.010300000000000004,0.06837053195133974
1989-02-01,0.004128819157720898,-0.0129,0.0097,-0.03218111659732482
1989-03-01,0.005756578947368363,0.0064,0.0087,0.01693513961999053
1989-04-01,0.006541291905151292,0.0213,0.008200000000000013,0.04611615439938192
1989-05-01,0.005686433793663737,0.0379,0.008900000000000005,0.02990225943530513
1989-06-01,0.0024232633279481774,0.0395,0.009300000000000003,-0.01230747046631642
1989-07-01,0.00241740531829171,0.0178,0.009400000000000006,0.08389624698809783
1989-08-01,0.001607717041800516,-0.0163,0.0092,0.010632885785176367
1989-09-01,0.0032102728731941976,0.004,0.009000000000000008,-0.01048238027286857
1989-10-01,0.0047999999999999154,0.0276,0.008900000000000005,-0.02932112862407063
1989-11-01,0.0023885350318473275,0.007,0.0092,0.012278186953786813
1989-12-01,0.001588562351072298,0.0006,0.009600000000000011,0.017923623421896233
1990-01-01,0.01030927835051565,-0.0191,0.00949999999999998,-0.0716955331100106
1990-02-01,0.0047095761381474865,-0.0012,0.0092,0.00565875012968457
1990-03-01,0.005468749999999911,-0.0011,0.008400000000000019,0.020629533482142876
1990-04-01,0.0015540015540016494,-0.0191,0.008400000000000005,-0.030906958666295652
1990-05-01,0.002327385570209284,0.0385,0.009399999999999992,0.08785316328242679
1990-06-01,0.005417956656346812,0.0216,0.009600000000000011,-0.012471605759133114
